gene_id	Geneid	locus_tag	gene_biotype	product	db_xref
FGSG_11574	gene:FGSG_11574	FGSG_11574	protein_coding	uncharacterized protein	GeneID:23558402
FGSG_11576	gene:FGSG_11576	FGSG_11576	protein_coding	uncharacterized protein	GeneID:23558403
FGSG_11577	gene:FGSG_11577	FGSG_11577	protein_coding	uncharacterized protein	GeneID:23558404
FGSG_11578	gene:FGSG_11578	FGSG_11578	protein_coding	uncharacterized protein	GeneID:23558405
FGSG_11579	gene:FGSG_11579	FGSG_11579	protein_coding	uncharacterized protein	GeneID:23558406
FGSG_11580	gene:FGSG_11580	FGSG_11580	protein_coding	uncharacterized protein	GeneID:23558407
FGSG_11581	gene:FGSG_11581	FGSG_11581	protein_coding	uncharacterized protein	GeneID:23558408
FGSG_11582	gene:FGSG_11582	FGSG_11582	protein_coding	uncharacterized protein	GeneID:23558409
FGSG_11584	gene:FGSG_11584	FGSG_11584	protein_coding	uncharacterized protein	GeneID:23558410
FGSG_11585	gene:FGSG_11585	FGSG_11585	protein_coding	cytochrome P450 55A2	GeneID:23558411
FGSG_11586	gene:FGSG_11586	FGSG_11586	protein_coding	uncharacterized protein	GeneID:23558412
FGSG_11587	gene:FGSG_11587	FGSG_11587	protein_coding	uncharacterized protein	GeneID:23558413
FGSG_11588	gene:FGSG_11588	FGSG_11588	protein_coding	uncharacterized protein	GeneID:23558414
FGSG_11590	gene:FGSG_11590	FGSG_11590	protein_coding	uncharacterized protein	GeneID:23558415
FGSG_11592	gene:FGSG_11592	FGSG_11592	protein_coding	uncharacterized protein	GeneID:23558416
FGSG_11593	gene:FGSG_11593	FGSG_11593	protein_coding	uncharacterized protein	GeneID:23558417
FGSG_11594	gene:FGSG_11594	FGSG_11594	protein_coding	uncharacterized protein	GeneID:23558418
FGSG_11595	gene:FGSG_11595	FGSG_11595	protein_coding	uncharacterized protein	GeneID:23558419
FGSG_11596	gene:FGSG_11596	FGSG_11596	protein_coding	uncharacterized protein	GeneID:23558420
FGSG_11597	gene:FGSG_11597	FGSG_11597	protein_coding	uncharacterized protein	GeneID:23558421
FGSG_11598	gene:FGSG_11598	FGSG_11598	protein_coding	uncharacterized protein	GeneID:23558422
FGSG_11599	gene:FGSG_11599	FGSG_11599	protein_coding	uncharacterized protein	GeneID:23558423
FGSG_11600	gene:FGSG_11600	FGSG_11600	protein_coding	uncharacterized protein	GeneID:23558424
FGSG_11601	gene:FGSG_11601	FGSG_11601	protein_coding	uncharacterized protein	GeneID:23558425
FGSG_11602	gene:FGSG_11602	FGSG_11602	protein_coding	uncharacterized protein	GeneID:23558426
FGSG_11603	gene:FGSG_11603	FGSG_11603	protein_coding	uncharacterized protein	GeneID:23558427
FGSG_11604	gene:FGSG_11604	FGSG_11604	protein_coding	uncharacterized protein	GeneID:23558428
FGSG_11605	gene:FGSG_11605	FGSG_11605	protein_coding	uncharacterized protein	GeneID:23558429
FGSG_11606	gene:FGSG_11606	FGSG_11606	protein_coding	uncharacterized protein	GeneID:23558430
FGSG_11609	gene:FGSG_11609	FGSG_11609	protein_coding	uncharacterized protein	GeneID:23558431
FGSG_11610	gene:FGSG_11610	FGSG_11610	protein_coding	uncharacterized protein	GeneID:23558432
FGSG_11611	gene:FGSG_11611	FGSG_11611	protein_coding	uncharacterized protein	GeneID:23558433
FGSG_11612	gene:FGSG_11612	FGSG_11612	protein_coding	uncharacterized protein	GeneID:23558434
FGSG_11613	gene:FGSG_11613	FGSG_11613	protein_coding	uncharacterized protein	GeneID:23558435
FGSG_11614	gene:FGSG_11614	FGSG_11614	protein_coding	uncharacterized protein	GeneID:23558436
FGSG_11615	gene:FGSG_11615	FGSG_11615	protein_coding	uncharacterized protein	GeneID:23558437
FGSG_11616	gene:FGSG_11616	FGSG_11616	protein_coding	uncharacterized protein	GeneID:23558438
FGSG_11617	gene:FGSG_11617	FGSG_11617	protein_coding	uncharacterized protein	GeneID:23558439
FGSG_11618	gene:FGSG_11618	FGSG_11618	protein_coding	uncharacterized protein	GeneID:23558440
FGSG_11619	gene:FGSG_11619	FGSG_11619	protein_coding	NADH-ubiquinone oxidoreductase 21 kDa subunit	GeneID:23558441
FGSG_11620	gene:FGSG_11620	FGSG_11620	protein_coding	uncharacterized protein	GeneID:23558442
FGSG_11621	gene:FGSG_11621	FGSG_11621	protein_coding	uncharacterized protein	GeneID:23558443
FGSG_11622	gene:FGSG_11622	FGSG_11622	protein_coding	uncharacterized protein	GeneID:23558444
FGSG_11623	gene:FGSG_11623	FGSG_11623	protein_coding	uncharacterized protein	GeneID:23558445
FGSG_11624	gene:FGSG_11624	FGSG_11624	protein_coding	uncharacterized protein	GeneID:23558446
FGSG_11626	gene:FGSG_11626	FGSG_11626	protein_coding	histone H2B	GeneID:23558447
FGSG_11627	gene:FGSG_11627	FGSG_11627	protein_coding	uncharacterized protein	GeneID:23558448
FGSG_11628	gene:FGSG_11628	FGSG_11628	protein_coding	uncharacterized protein	GeneID:23558449
FGSG_11629	gene:FGSG_11629	FGSG_11629	protein_coding	IMP-specific 5'-nucleotidase 1	GeneID:23558450
FGSG_11630	gene:FGSG_11630	FGSG_11630	protein_coding	uncharacterized protein	GeneID:23558451
FGSG_11631	gene:FGSG_11631	FGSG_11631	protein_coding	uncharacterized protein	GeneID:23558452
FGSG_11632	gene:FGSG_11632	FGSG_11632	protein_coding	uncharacterized protein	GeneID:23558453
FGSG_11633	gene:FGSG_11633	FGSG_11633	protein_coding	uncharacterized protein	GeneID:23558454
FGSG_11634	gene:FGSG_11634	FGSG_11634	protein_coding	uncharacterized protein	GeneID:23558455
FGSG_11635	gene:FGSG_11635	FGSG_11635	protein_coding	uncharacterized protein	GeneID:23558456
FGSG_11636	gene:FGSG_11636	FGSG_11636	protein_coding	uncharacterized protein	GeneID:23558457
FGSG_11637	gene:FGSG_11637	FGSG_11637	protein_coding	uncharacterized protein	GeneID:23558458
FGSG_11638	gene:FGSG_11638	FGSG_11638	protein_coding	uncharacterized protein	GeneID:23558459
FGSG_11641	gene:FGSG_11641	FGSG_11641	protein_coding	uncharacterized protein	GeneID:23558460
FGSG_11642	gene:FGSG_11642	FGSG_11642	protein_coding	uncharacterized protein	GeneID:23558461
FGSG_11643	gene:FGSG_11643	FGSG_11643	protein_coding	uncharacterized protein	GeneID:23558462
FGSG_11644	gene:FGSG_11644	FGSG_11644	protein_coding	uncharacterized protein	GeneID:23558463
FGSG_11645	gene:FGSG_11645	FGSG_11645	protein_coding	uncharacterized protein	GeneID:23558464
FGSG_11646	gene:FGSG_11646	FGSG_11646	protein_coding	uncharacterized protein	GeneID:23558465
FGSG_11647	gene:FGSG_11647	FGSG_11647	protein_coding	uncharacterized protein	GeneID:23558466
FGSG_11648	gene:FGSG_11648	FGSG_11648	protein_coding	uncharacterized protein	GeneID:23558467
FGSG_11649	gene:FGSG_11649	FGSG_11649	protein_coding	uncharacterized protein	GeneID:23558468
FGSG_11650	gene:FGSG_11650	FGSG_11650	protein_coding	uncharacterized protein	GeneID:23558469
FGSG_11651	gene:FGSG_11651	FGSG_11651	protein_coding	uncharacterized protein	GeneID:23558470
FGSG_11652	gene:FGSG_11652	FGSG_11652	protein_coding	uncharacterized protein	GeneID:23558471
FGSG_11653	gene:FGSG_11653	FGSG_11653	protein_coding	uncharacterized protein	GeneID:23558472
FGSG_11654	gene:FGSG_11654	FGSG_11654	protein_coding	uncharacterized protein	GeneID:23558473
FGSG_11655	gene:FGSG_11655	FGSG_11655	protein_coding	uncharacterized protein	GeneID:23558474
FGSG_11656	gene:FGSG_11656	FGSG_11656	protein_coding	uncharacterized protein	GeneID:23558475
FGSG_11657	gene:FGSG_11657	FGSG_11657	protein_coding	uncharacterized protein	GeneID:23558476
FGSG_11658	gene:FGSG_11658	FGSG_11658	protein_coding	uncharacterized protein	GeneID:23558477
FGSG_11659	gene:FGSG_11659	FGSG_11659	protein_coding	uncharacterized protein	GeneID:23558478
FGSG_11660	gene:FGSG_11660	FGSG_11660	protein_coding	uncharacterized protein	GeneID:23558479
FGSG_11661	gene:FGSG_11661	FGSG_11661	protein_coding	uncharacterized protein	GeneID:23558480
FGSG_11662	gene:FGSG_11662	FGSG_11662	protein_coding	uncharacterized protein	GeneID:23558481
FGSG_11663	gene:FGSG_11663	FGSG_11663	protein_coding	uncharacterized protein	GeneID:23558482
FGSG_11664	gene:FGSG_11664	FGSG_11664	protein_coding	uncharacterized protein	GeneID:23558483
FGSG_11665	gene:FGSG_11665	FGSG_11665	protein_coding	uncharacterized protein	GeneID:23558484
FGSG_11666	gene:FGSG_11666	FGSG_11666	protein_coding	uncharacterized protein	GeneID:23558485
FGSG_11667	gene:FGSG_11667	FGSG_11667	protein_coding	uncharacterized protein	GeneID:23558486
FGSG_11668	gene:FGSG_11668	FGSG_11668	protein_coding	uncharacterized protein	GeneID:23558487
FGSG_11669	gene:FGSG_11669	FGSG_11669	protein_coding	uncharacterized protein	GeneID:23558488
FGSG_11670	gene:FGSG_11670	FGSG_11670	protein_coding	uncharacterized protein	GeneID:23558489
FGSG_11671	gene:FGSG_11671	FGSG_11671	protein_coding	uncharacterized protein	GeneID:23558490
FGSG_11672	gene:FGSG_11672	FGSG_11672	protein_coding	uncharacterized protein	GeneID:23558491
FGSG_11673	gene:FGSG_11673	FGSG_11673	protein_coding	uncharacterized protein	GeneID:23558492
FGSG_11674	gene:FGSG_11674	FGSG_11674	protein_coding	uncharacterized protein	GeneID:23558493
FGSG_11675	gene:FGSG_11675	FGSG_11675	protein_coding	uncharacterized protein	GeneID:23558494
FGSG_11676	gene:FGSG_11676	FGSG_11676	protein_coding	uncharacterized protein	GeneID:23558495
FGSG_11677	gene:FGSG_11677	FGSG_11677	protein_coding	uncharacterized protein	GeneID:23558496
FGSG_11678	gene:FGSG_11678	FGSG_11678	protein_coding	uncharacterized protein	GeneID:23558497
FGSG_11679	gene:FGSG_11679	FGSG_11679	protein_coding	uncharacterized protein	GeneID:23558498
FGSG_11680	gene:FGSG_11680	FGSG_11680	protein_coding	uncharacterized protein	GeneID:23558499
FGSG_11681	gene:FGSG_11681	FGSG_11681	protein_coding	uncharacterized protein	GeneID:23558500
FGSG_11682	gene:FGSG_11682	FGSG_11682	protein_coding	uncharacterized protein	GeneID:23558501
FGSG_11683	gene:FGSG_11683	FGSG_11683	protein_coding	uncharacterized protein	GeneID:23558502
FGSG_11684	gene:FGSG_11684	FGSG_11684	protein_coding	uncharacterized protein	GeneID:23558503
FGSG_11685	gene:FGSG_11685	FGSG_11685	protein_coding	uncharacterized protein	GeneID:23558504
FGSG_11686	gene:FGSG_11686	FGSG_11686	protein_coding	uncharacterized protein	GeneID:23558505
FGSG_11687	gene:FGSG_11687	FGSG_11687	protein_coding	uncharacterized protein	GeneID:23558506
FGSG_11688	gene:FGSG_11688	FGSG_11688	protein_coding	uncharacterized protein	GeneID:23558507
FGSG_11689	gene:FGSG_11689	FGSG_11689	protein_coding	uncharacterized protein	GeneID:23558508
FGSG_11690	gene:FGSG_11690	FGSG_11690	protein_coding	uncharacterized protein	GeneID:23558509
FGSG_11691	gene:FGSG_11691	FGSG_11691	protein_coding	uncharacterized protein	GeneID:23558510
FGSG_11692	gene:FGSG_11692	FGSG_11692	protein_coding	uncharacterized protein	GeneID:23558511
FGSG_11693	gene:FGSG_11693	FGSG_11693	protein_coding	uncharacterized protein	GeneID:23558512
FGSG_11694	gene:FGSG_11694	FGSG_11694	protein_coding	uncharacterized protein	GeneID:23558513
FGSG_11695	gene:FGSG_11695	FGSG_11695	protein_coding	uncharacterized protein	GeneID:23558514
FGSG_11696	gene:FGSG_11696	FGSG_11696	protein_coding	uncharacterized protein	GeneID:23558515
FGSG_11697	gene:FGSG_11697	FGSG_11697	protein_coding	uncharacterized protein	GeneID:23558516
FGSG_11698	gene:FGSG_11698	FGSG_11698	protein_coding	ADP-ribose pyrophosphatase	GeneID:23558517
FGSG_11699	gene:FGSG_11699	FGSG_11699	protein_coding	uncharacterized protein	GeneID:23558518
FGSG_11700	gene:FGSG_11700	FGSG_11700	protein_coding	uncharacterized protein	GeneID:23558519
FGSG_11701	gene:FGSG_11701	FGSG_11701	protein_coding	uncharacterized protein	GeneID:23558520
FGSG_11702	gene:FGSG_11702	FGSG_11702	protein_coding	uncharacterized protein	GeneID:23558521
FGSG_11703	gene:FGSG_11703	FGSG_11703	protein_coding	uncharacterized protein	GeneID:23558522
FGSG_11704	gene:FGSG_11704	FGSG_11704	protein_coding	uncharacterized protein	GeneID:23558523
FGSG_11705	gene:FGSG_11705	FGSG_11705	protein_coding	uncharacterized protein	GeneID:23558524
FGSG_11706	gene:FGSG_11706	FGSG_11706	protein_coding	uncharacterized protein	GeneID:23558525
FGSG_11707	gene:FGSG_11707	FGSG_11707	protein_coding	uncharacterized protein	GeneID:23558526
FGSG_11708	gene:FGSG_11708	FGSG_11708	protein_coding	uncharacterized protein	GeneID:23558527
FGSG_11709	gene:FGSG_11709	FGSG_11709	protein_coding	uncharacterized protein	GeneID:23558528
FGSG_11710	gene:FGSG_11710	FGSG_11710	protein_coding	uncharacterized protein	GeneID:23558529
FGSG_11711	gene:FGSG_11711	FGSG_11711	protein_coding	uncharacterized protein	GeneID:23558530
FGSG_11712	gene:FGSG_11712	FGSG_11712	protein_coding	uncharacterized protein	GeneID:23558531
FGSG_11713	gene:FGSG_11713	FGSG_11713	protein_coding	uncharacterized protein	GeneID:23558532
FGSG_11714	gene:FGSG_11714	FGSG_11714	protein_coding	uncharacterized protein	GeneID:23558533
FGSG_11715	gene:FGSG_11715	FGSG_11715	protein_coding	uncharacterized protein	GeneID:23558534
FGSG_11716	gene:FGSG_11716	FGSG_11716	protein_coding	uncharacterized protein	GeneID:23558535
FGSG_11717	gene:FGSG_11717	FGSG_11717	protein_coding	uncharacterized protein	GeneID:23558536
FGSG_11718	gene:FGSG_11718	FGSG_11718	protein_coding	uncharacterized protein	GeneID:23558537
FGSG_11719	gene:FGSG_11719	FGSG_11719	protein_coding	uncharacterized protein	GeneID:23558538
FGSG_11720	gene:FGSG_11720	FGSG_11720	protein_coding	uncharacterized protein	GeneID:23558539
FGSG_11721	gene:FGSG_11721	FGSG_11721	protein_coding	uncharacterized protein	GeneID:23558540
FGSG_11722	gene:FGSG_11722	FGSG_11722	protein_coding	uncharacterized protein	GeneID:23558541
FGSG_11723	gene:FGSG_11723	FGSG_11723	protein_coding	uncharacterized protein	GeneID:23558542
FGSG_11724	gene:FGSG_11724	FGSG_11724	protein_coding	uncharacterized protein	GeneID:23558543
FGSG_11725	gene:FGSG_11725	FGSG_11725	protein_coding	uncharacterized protein	GeneID:23558544
FGSG_11726	gene:FGSG_11726	FGSG_11726	protein_coding	uncharacterized protein	GeneID:23558545
FGSG_11727	gene:FGSG_11727	FGSG_11727	protein_coding	uncharacterized protein	GeneID:23558546
FGSG_11728	gene:FGSG_11728	FGSG_11728	protein_coding	uncharacterized protein	GeneID:23558547
FGSG_11729	gene:FGSG_11729	FGSG_11729	protein_coding	uncharacterized protein	GeneID:23558548
FGSG_11730	gene:FGSG_11730	FGSG_11730	protein_coding	uncharacterized protein	GeneID:23558549
FGSG_11731	gene:FGSG_11731	FGSG_11731	protein_coding	uncharacterized protein	GeneID:23558550
FGSG_11732	gene:FGSG_11732	FGSG_11732	protein_coding	uncharacterized protein	GeneID:23558551
FGSG_11733	gene:FGSG_11733	FGSG_11733	protein_coding	uncharacterized protein	GeneID:23558552
FGSG_11734	gene:FGSG_11734	FGSG_11734	protein_coding	uncharacterized protein	GeneID:23558553
FGSG_11735	gene:FGSG_11735	FGSG_11735	protein_coding	uncharacterized protein	GeneID:23558554
FGSG_11736	gene:FGSG_11736	FGSG_11736	protein_coding	uncharacterized protein	GeneID:23558555
FGSG_11737	gene:FGSG_11737	FGSG_11737	protein_coding	uncharacterized protein	GeneID:23558556
FGSG_11738	gene:FGSG_11738	FGSG_11738	protein_coding	uncharacterized protein	GeneID:23558557
FGSG_11739	gene:FGSG_11739	FGSG_11739	protein_coding	uncharacterized protein	GeneID:23558558
FGSG_11740	gene:FGSG_11740	FGSG_11740	protein_coding	uncharacterized protein	GeneID:23558559
FGSG_11741	gene:FGSG_11741	FGSG_11741	protein_coding	uncharacterized protein	GeneID:23558560
FGSG_11742	gene:FGSG_11742	FGSG_11742	protein_coding	uncharacterized protein	GeneID:23558561
FGSG_11743	gene:FGSG_11743	FGSG_11743	protein_coding	uncharacterized protein	GeneID:23558562
FGSG_11744	gene:FGSG_11744	FGSG_11744	protein_coding	uncharacterized protein	GeneID:23558563
FGSG_11745	gene:FGSG_11745	FGSG_11745	protein_coding	uncharacterized protein	GeneID:23558564
FGSG_11746	gene:FGSG_11746	FGSG_11746	protein_coding	uncharacterized protein	GeneID:23558565
FGSG_11747	gene:FGSG_11747	FGSG_11747	protein_coding	uncharacterized protein	GeneID:23558566
FGSG_11748	gene:FGSG_11748	FGSG_11748	protein_coding	uncharacterized protein	GeneID:23558567
FGSG_11749	gene:FGSG_11749	FGSG_11749	protein_coding	uncharacterized protein	GeneID:23558568
FGSG_11750	gene:FGSG_11750	FGSG_11750	protein_coding	uncharacterized protein	GeneID:23558569
FGSG_11751	gene:FGSG_11751	FGSG_11751	protein_coding	uncharacterized protein	GeneID:23558570
FGSG_11752	gene:FGSG_11752	FGSG_11752	protein_coding	uncharacterized protein	GeneID:23558571
FGSG_11753	gene:FGSG_11753	FGSG_11753	protein_coding	uncharacterized protein	GeneID:23558572
FGSG_11754	gene:FGSG_11754	FGSG_11754	protein_coding	uncharacterized protein	GeneID:23558573
FGSG_11755	gene:FGSG_11755	FGSG_11755	protein_coding	uncharacterized protein	GeneID:23558574
FGSG_11756	gene:FGSG_11756	FGSG_11756	protein_coding	uncharacterized protein	GeneID:23558575
FGSG_11757	gene:FGSG_11757	FGSG_11757	protein_coding	uncharacterized protein	GeneID:23558576
FGSG_11758	gene:FGSG_11758	FGSG_11758	protein_coding	uncharacterized protein	GeneID:23558577
FGSG_11759	gene:FGSG_11759	FGSG_11759	protein_coding	uncharacterized protein	GeneID:23558578
FGSG_11760	gene:FGSG_11760	FGSG_11760	protein_coding	uncharacterized protein	GeneID:23558579
FGSG_11761	gene:FGSG_11761	FGSG_11761	protein_coding	uncharacterized protein	GeneID:23558580
FGSG_11762	gene:FGSG_11762	FGSG_11762	protein_coding	uncharacterized protein	GeneID:23558581
FGSG_11763	gene:FGSG_11763	FGSG_11763	protein_coding	uncharacterized protein	GeneID:23558582
FGSG_11764	gene:FGSG_11764	FGSG_11764	protein_coding	uncharacterized protein	GeneID:23558583
FGSG_11765	gene:FGSG_11765	FGSG_11765	protein_coding	uncharacterized protein	GeneID:23558584
FGSG_11766	gene:FGSG_11766	FGSG_11766	protein_coding	uncharacterized protein	GeneID:23558585
FGSG_11767	gene:FGSG_11767	FGSG_11767	protein_coding	uncharacterized protein	GeneID:23558586
FGSG_11768	gene:FGSG_11768	FGSG_11768	protein_coding	uncharacterized protein	GeneID:23558587
FGSG_11769	gene:FGSG_11769	FGSG_11769	protein_coding	uncharacterized protein	GeneID:23558588
FGSG_11770	gene:FGSG_11770	FGSG_11770	protein_coding	uncharacterized protein	GeneID:23558589
FGSG_11771	gene:FGSG_11771	FGSG_11771	protein_coding	uncharacterized protein	GeneID:23558590
FGSG_11772	gene:FGSG_11772	FGSG_11772	protein_coding	uncharacterized protein	GeneID:23558591
FGSG_11773	gene:FGSG_11773	FGSG_11773	protein_coding	uncharacterized protein	GeneID:23558592
FGSG_11774	gene:FGSG_11774	FGSG_11774	protein_coding	uncharacterized protein	GeneID:23558593
FGSG_11775	gene:FGSG_11775	FGSG_11775	protein_coding	uncharacterized protein	GeneID:23558594
FGSG_11776	gene:FGSG_11776	FGSG_11776	protein_coding	uncharacterized protein	GeneID:23558595
FGSG_11777	gene:FGSG_11777	FGSG_11777	protein_coding	uncharacterized protein	GeneID:23558596
FGSG_11778	gene:FGSG_11778	FGSG_11778	protein_coding	uncharacterized protein	GeneID:23558597
FGSG_11779	gene:FGSG_11779	FGSG_11779	protein_coding	uncharacterized protein	GeneID:23558598
FGSG_11780	gene:FGSG_11780	FGSG_11780	protein_coding	uncharacterized protein	GeneID:23558599
FGSG_11781	gene:FGSG_11781	FGSG_11781	protein_coding	uncharacterized protein	GeneID:23558600
FGSG_11782	gene:FGSG_11782	FGSG_11782	protein_coding	uncharacterized protein	GeneID:23558601
FGSG_11783	gene:FGSG_11783	FGSG_11783	protein_coding	uncharacterized protein	GeneID:23558602
FGSG_11784	gene:FGSG_11784	FGSG_11784	protein_coding	uncharacterized protein	GeneID:23558603
FGSG_11785	gene:FGSG_11785	FGSG_11785	protein_coding	uncharacterized protein	GeneID:23558604
FGSG_11786	gene:FGSG_11786	FGSG_11786	protein_coding	uncharacterized protein	GeneID:23558605
FGSG_11787	gene:FGSG_11787	FGSG_11787	protein_coding	uncharacterized protein	GeneID:23558606
FGSG_11788	gene:FGSG_11788	FGSG_11788	protein_coding	uncharacterized protein	GeneID:23558607
FGSG_11789	gene:FGSG_11789	FGSG_11789	protein_coding	uncharacterized protein	GeneID:23558608
FGSG_11790	gene:FGSG_11790	FGSG_11790	protein_coding	uncharacterized protein	GeneID:23558609
FGSG_11791	gene:FGSG_11791	FGSG_11791	protein_coding	uncharacterized protein	GeneID:23558610
FGSG_11792	gene:FGSG_11792	FGSG_11792	protein_coding	zinc-finger transcription factor ace1	GeneID:23558611
FGSG_11793	gene:FGSG_11793	FGSG_11793	protein_coding	uncharacterized protein	GeneID:23558612
FGSG_11794	gene:FGSG_11794	FGSG_11794	protein_coding	uncharacterized protein	GeneID:23558613
FGSG_11795	gene:FGSG_11795	FGSG_11795	protein_coding	uncharacterized protein	GeneID:23558614
FGSG_11796	gene:FGSG_11796	FGSG_11796	protein_coding	uncharacterized protein	GeneID:23558615
FGSG_11797	gene:FGSG_11797	FGSG_11797	protein_coding	uncharacterized protein	GeneID:23558616
FGSG_11798	gene:FGSG_11798	FGSG_11798	protein_coding	uncharacterized protein	GeneID:23558617
FGSG_11799	gene:FGSG_11799	FGSG_11799	protein_coding	uncharacterized protein	GeneID:23558618
FGSG_11800	gene:FGSG_11800	FGSG_11800	protein_coding	uncharacterized protein	GeneID:23558619
FGSG_11801	gene:FGSG_11801	FGSG_11801	protein_coding	uncharacterized protein	GeneID:23558620
FGSG_11802	gene:FGSG_11802	FGSG_11802	protein_coding	uncharacterized protein	GeneID:23558621
FGSG_11803	gene:FGSG_11803	FGSG_11803	protein_coding	uncharacterized protein	GeneID:23558622
FGSG_11804	gene:FGSG_11804	FGSG_11804	protein_coding	uncharacterized protein	GeneID:23558623
FGSG_11805	gene:FGSG_11805	FGSG_11805	protein_coding	uncharacterized protein	GeneID:23558624
FGSG_11806	gene:FGSG_11806	FGSG_11806	protein_coding	uncharacterized protein	GeneID:23558625
FGSG_11807	gene:FGSG_11807	FGSG_11807	protein_coding	uncharacterized protein	GeneID:23558626
FGSG_11808	gene:FGSG_11808	FGSG_11808	protein_coding	GTP-binding protein ypt5	GeneID:23558627
FGSG_11809	gene:FGSG_11809	FGSG_11809	protein_coding	uncharacterized protein	GeneID:23558628
FGSG_11810	gene:FGSG_11810	FGSG_11810	protein_coding	uncharacterized protein	GeneID:23558629
FGSG_11811	gene:FGSG_11811	FGSG_11811	protein_coding	uncharacterized protein	GeneID:23558630
FGSG_11812	gene:FGSG_11812	FGSG_11812	protein_coding	uncharacterized protein	GeneID:23558631
FGSG_11813	gene:FGSG_11813	FGSG_11813	protein_coding	uncharacterized protein	GeneID:23558632
FGSG_11814	gene:FGSG_11814	FGSG_11814	protein_coding	uncharacterized protein	GeneID:23558633
FGSG_11815	gene:FGSG_11815	FGSG_11815	protein_coding	uncharacterized protein	GeneID:23558634
FGSG_11816	gene:FGSG_11816	FGSG_11816	protein_coding	uncharacterized protein	GeneID:23558635
FGSG_11817	gene:FGSG_11817	FGSG_11817	protein_coding	uncharacterized protein	GeneID:23558636
FGSG_11818	gene:FGSG_11818	FGSG_11818	protein_coding	uncharacterized protein	GeneID:23558637
FGSG_11819	gene:FGSG_11819	FGSG_11819	protein_coding	uncharacterized protein	GeneID:23558638
FGSG_11820	gene:FGSG_11820	FGSG_11820	protein_coding	uncharacterized protein	GeneID:23558639
FGSG_11821	gene:FGSG_11821	FGSG_11821	protein_coding	uncharacterized protein	GeneID:23558640
FGSG_11822	gene:FGSG_11822	FGSG_11822	protein_coding	uncharacterized protein	GeneID:23558641
FGSG_11823	gene:FGSG_11823	FGSG_11823	protein_coding	uncharacterized protein	GeneID:23558642
FGSG_11824	gene:FGSG_11824	FGSG_11824	protein_coding	uncharacterized protein	GeneID:23558643
FGSG_11825	gene:FGSG_11825	FGSG_11825	protein_coding	uncharacterized protein	GeneID:23558644
FGSG_11826	gene:FGSG_11826	FGSG_11826	protein_coding	uncharacterized protein	GeneID:23558645
FGSG_11827	gene:FGSG_11827	FGSG_11827	protein_coding	uncharacterized protein	GeneID:23558646
FGSG_11828	gene:FGSG_11828	FGSG_11828	protein_coding	uncharacterized protein	GeneID:23558647
FGSG_11829	gene:FGSG_11829	FGSG_11829	protein_coding	uncharacterized protein	GeneID:23558648
FGSG_11830	gene:FGSG_11830	FGSG_11830	protein_coding	uncharacterized protein	GeneID:23558649
FGSG_11831	gene:FGSG_11831	FGSG_11831	protein_coding	uncharacterized protein	GeneID:23558650
FGSG_11832	gene:FGSG_11832	FGSG_11832	protein_coding	uncharacterized protein	GeneID:23558651
FGSG_11833	gene:FGSG_11833	FGSG_11833	protein_coding	uncharacterized protein	GeneID:23558652
FGSG_11834	gene:FGSG_11834	FGSG_11834	protein_coding	uncharacterized protein	GeneID:23558653
FGSG_11835	gene:FGSG_11835	FGSG_11835	protein_coding	uncharacterized protein	GeneID:23558654
FGSG_11836	gene:FGSG_11836	FGSG_11836	protein_coding	uncharacterized protein	GeneID:23558655
FGSG_11837	gene:FGSG_11837	FGSG_11837	protein_coding	uncharacterized protein	GeneID:23558656
FGSG_11838	gene:FGSG_11838	FGSG_11838	protein_coding	uncharacterized protein	GeneID:23558657
FGSG_11839	gene:FGSG_11839	FGSG_11839	protein_coding	uncharacterized protein	GeneID:23558658
FGSG_11840	gene:FGSG_11840	FGSG_11840	protein_coding	uncharacterized protein	GeneID:23558659
FGSG_11841	gene:FGSG_11841	FGSG_11841	protein_coding	uncharacterized protein	GeneID:23558660
FGSG_11842	gene:FGSG_11842	FGSG_11842	protein_coding	uncharacterized protein	GeneID:23558661
FGSG_11843	gene:FGSG_11843	FGSG_11843	protein_coding	succinate semialdehyde dehydrogenase	GeneID:23558662
FGSG_11844	gene:FGSG_11844	FGSG_11844	protein_coding	uncharacterized protein	GeneID:23558663
FGSG_11845	gene:FGSG_11845	FGSG_11845	protein_coding	uncharacterized protein	GeneID:23558664
FGSG_11846	gene:FGSG_11846	FGSG_11846	protein_coding	uncharacterized protein	GeneID:23558665
FGSG_11847	gene:FGSG_11847	FGSG_11847	protein_coding	uncharacterized protein	GeneID:23558666
FGSG_11848	gene:FGSG_11848	FGSG_11848	protein_coding	uncharacterized protein	GeneID:23558667
FGSG_11849	gene:FGSG_11849	FGSG_11849	protein_coding	uncharacterized protein	GeneID:23558668
FGSG_11850	gene:FGSG_11850	FGSG_11850	protein_coding	uncharacterized protein	GeneID:23558669
FGSG_11851	gene:FGSG_11851	FGSG_11851	protein_coding	uncharacterized protein	GeneID:23558670
FGSG_11852	gene:FGSG_11852	FGSG_11852	protein_coding	multiple RNA-binding domain-containing protein 1	GeneID:23558671
FGSG_11853	gene:FGSG_11853	FGSG_11853	protein_coding	uncharacterized protein	GeneID:23558672
FGSG_11854	gene:FGSG_11854	FGSG_11854	protein_coding	uncharacterized protein	GeneID:23558673
