GO_ID	term_name
GO:0003979	UDP-glucose 6-dehydrogenase activity
GO:0003950	NAD+ poly-ADP-ribosyltransferase activity
GO:0003941	L-serine ammonia-lyase activity
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
GO:0003960	quinone reductase (NADPH) activity
GO:0003951	NAD+ kinase activity
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity
GO:0003954	NADH dehydrogenase activity
GO:0003955	NAD(P)H dehydrogenase (quinone) activity
GO:0003958	NADPH-hemoprotein reductase activity
GO:0003959	NADPH dehydrogenase activity
GO:0003990	acetylcholinesterase activity
GO:0003993	acid phosphatase activity
GO:0003994	aconitate hydratase activity
GO:0003984	acetolactate synthase activity
GO:0003985	acetyl-CoA C-acetyltransferase activity
GO:0003986	acetyl-CoA hydrolase activity
GO:0003987	acetyl-CoA synthetase activity
GO:0003988	acetyl-CoA C-acyltransferase activity
GO:0003989	acetyl-CoA carboxylase activity
GO:0003995	acyl-CoA dehydrogenase activity
GO:0003997	acyl-CoA oxidase activity
GO:0003998	acylphosphatase activity
GO:0003999	adenine phosphoribosyltransferase activity
GO:0004540	RNA nuclease activity
GO:0004535	poly(A)-specific ribonuclease activity
GO:0004534	5'-3' RNA exonuclease activity
GO:0004550	nucleoside diphosphate kinase activity
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0004555	alpha,alpha-trehalase activity
GO:0004520	DNA endonuclease activity
GO:0004521	RNA endonuclease activity
GO:0004512	inositol-3-phosphate synthase activity
GO:0004515	nicotinate-nucleotide adenylyltransferase activity
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0004516	nicotinate phosphoribosyltransferase activity
GO:0004519	endonuclease activity
GO:0004518	nuclease activity
GO:0004523	RNA-DNA hybrid ribonuclease activity
GO:0004526	ribonuclease P activity
GO:0004525	ribonuclease III activity
GO:0004527	exonuclease activity
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity
GO:0004586	ornithine decarboxylase activity
GO:0004585	ornithine carbamoyltransferase activity
GO:0004588	orotate phosphoribosyltransferase activity
GO:0004587	L-ornithine transaminase activity
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity
GO:0004590	orotidine-5'-phosphate decarboxylase activity
GO:0004592	pantoate-beta-alanine ligase activity
GO:0004594	pantothenate kinase activity
GO:0004596	protein-N-terminal amino-acid acetyltransferase activity
GO:0004560	alpha-L-fucosidase activity
GO:0004563	beta-N-acetylhexosaminidase activity
GO:0004566	beta-glucuronidase activity
GO:0004565	beta-galactosidase activity
GO:0004557	alpha-galactosidase activity
GO:0004556	alpha-amylase activity
GO:0004559	alpha-mannosidase activity
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity
GO:0004575	sucrose alpha-glucosidase activity
GO:0004568	chitinase activity
GO:0004567	beta-mannosidase activity
GO:0004502	kynurenine 3-monooxygenase activity
GO:0004506	squalene monooxygenase activity
GO:0004421	hydroxymethylglutaryl-CoA synthase activity
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity
GO:0004422	hypoxanthine phosphoribosyltransferase activity
GO:0004414	homoserine O-acetyltransferase activity
GO:0004413	homoserine kinase activity
GO:0004416	hydroxyacylglutathione hydrolase activity
GO:0004418	hydroxymethylbilane synthase activity
GO:0004417	hydroxyethylthiazole kinase activity
GO:0004419	hydroxymethylglutaryl-CoA lyase activity
GO:0004430	1-phosphatidylinositol 4-kinase activity
GO:0004425	indole-3-glycerol-phosphate synthase activity
GO:0004424	imidazoleglycerol-phosphate dehydratase activity
GO:0004427	inorganic diphosphate phosphatase activity
GO:0004401	histidinol-phosphatase activity
GO:0004400	L-histidinol-phosphate:2-oxoglutarate transaminase activity
GO:0004410	homocitrate synthase activity
GO:0004412	homoserine dehydrogenase activity
GO:0004411	homogentisate 1,2-dioxygenase activity
GO:0004402	histone acetyltransferase activity
GO:0004407	histone deacetylase activity
GO:0004409	homoaconitate hydratase activity
GO:0004408	holocytochrome-c synthase activity
GO:0004460	L-lactate dehydrogenase (cytochrome) activity
GO:0004462	lactoylglutathione lyase activity
GO:0004467	long-chain fatty acid-CoA ligase activity
GO:0004458	D-lactate dehydrogenase (cytochrome) activity
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0004474	malate synthase activity
GO:0004476	mannose-6-phosphate isomerase activity
GO:0004475	mannose-1-phosphate guanylyltransferase (GTP) activity
GO:0004478	methionine adenosyltransferase activity
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity
GO:0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity
GO:0004450	isocitrate dehydrogenase (NADP+) activity
GO:0004452	isopentenyl-diphosphate delta-isomerase activity
GO:0004451	isocitrate lyase activity
GO:0004455	ketol-acid reductoisomerase activity
GO:0004449	isocitrate dehydrogenase (NAD+) activity
GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity
GO:0004485	methylcrotonoyl-CoA carboxylase activity
GO:0004484	mRNA guanylyltransferase activity
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity
GO:0004489	methylenetetrahydrofolate reductase [NAD(P)H] activity
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
GO:0004479	methionyl-tRNA formyltransferase activity
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity
GO:0004496	mevalonate kinase activity
GO:0004497	monooxygenase activity
GO:0004499	N,N-dimethylaniline monooxygenase activity
GO:0004386	helicase activity
GO:0004392	heme oxygenase (decyclizing) activity
GO:0004399	histidinol dehydrogenase activity
GO:0004620	glycerophospholipase activity
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity
GO:0004614	phosphoglucomutase activity
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
GO:0004615	phosphomannomutase activity
GO:0004618	phosphoglycerate kinase activity
GO:0004617	phosphoglycerate dehydrogenase activity
GO:0004630	D-type glycerophospholipase activity
GO:0004632	phosphopantothenate--cysteine ligase activity
GO:0004631	phosphomevalonate kinase activity
GO:0004623	A2-type glycerophospholipase activity
GO:0004622	phosphatidylcholine lysophospholipase A1 activity
GO:0004610	phosphoacetylglucosamine mutase activity
GO:0004601	peroxidase activity
GO:0004602	glutathione peroxidase activity
GO:0004605	phosphatidate cytidylyltransferase activity
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity
GO:0004609	phosphatidylserine decarboxylase activity
GO:0004608	phosphatidylethanolamine N-methyltransferase activity
GO:0004781	sulfate adenylyltransferase (ATP) activity
GO:0004784	superoxide dismutase activity
GO:0004783	sulfite reductase (NADPH) activity
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0004776	succinate-CoA ligase (GDP-forming) activity
GO:0004791	thioredoxin-disulfide reductase (NADPH) activity
GO:0004792	thiosulfate-cyanide sulfurtransferase activity
GO:0004795	threonine synthase activity
GO:0004794	threonine deaminase activity
GO:0004788	thiamine diphosphokinase activity
GO:0004789	thiamine-phosphate diphosphorylase activity
GO:0004760	L-serine:pyruvate transaminase activity
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity
GO:0004754	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity
GO:0004758	serine C-palmitoyltransferase activity
GO:0004771	sterol ester esterase activity
GO:0004775	succinate-CoA ligase (ADP-forming) activity
GO:0004766	spermidine synthase activity
GO:0004765	shikimate kinase activity
GO:0004768	stearoyl-CoA 9-desaturase activity
GO:0004767	sphingomyelin phosphodiesterase activity
GO:0004769	steroid Delta-isomerase activity
GO:0004799	thymidylate synthase activity
GO:0004798	dTMP kinase activity
GO:0004703	G protein-coupled receptor kinase activity
GO:0004708	MAP kinase kinase activity
GO:0004707	MAP kinase activity
GO:0004709	MAP kinase kinase kinase activity
GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity
GO:0004733	pyridoxamine phosphate oxidase activity
GO:0004735	pyrroline-5-carboxylate reductase activity
GO:0004736	pyruvate carboxylase activity
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity
GO:0004751	ribose-5-phosphate isomerase activity
GO:0004750	D-ribulose-phosphate 3-epimerase activity
GO:0004753	saccharopine dehydrogenase activity
GO:0004743	pyruvate kinase activity
GO:0004746	riboflavin synthase activity
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
GO:0004747	ribokinase activity
GO:0004749	ribose phosphate diphosphokinase activity
GO:0004713	protein tyrosine kinase activity
GO:0004712	protein serine/threonine/tyrosine kinase activity
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:0004730	pseudouridylate synthase activity
GO:0004722	protein serine/threonine phosphatase activity
GO:0004721	phosphoprotein phosphatase activity
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity
GO:0004725	protein tyrosine phosphatase activity
GO:0004729	protoporphyrinogen oxidase activity, oxygen as acceptor
GO:0004660	protein farnesyltransferase activity
GO:0004663	Rab geranylgeranyltransferase activity
GO:0004662	CAAX-protein geranylgeranyltransferase activity
GO:0004665	prephenate dehydrogenase (NADP+) activity
GO:0004664	prephenate dehydratase activity
GO:0004656	procollagen-proline 4-dioxygenase activity
GO:0004655	porphobilinogen synthase activity
GO:0004657	proline dehydrogenase activity
GO:0004659	prenyltransferase activity
GO:0004672	protein kinase activity
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0004674	protein serine/threonine kinase activity
GO:0004668	protein-arginine deiminase activity
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity
GO:0004640	phosphoribosylanthranilate isomerase activity
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0004642	phosphoribosylformylglycinamidine synthase activity
GO:0004634	phosphopyruvate hydratase activity
GO:0004633	phosphopantothenoylcysteine decarboxylase activity
GO:0004636	phosphoribosyl-ATP diphosphatase activity
GO:0004635	phosphoribosyl-AMP cyclohydrolase activity
GO:0004638	phosphoribosylaminoimidazole carboxylase activity
GO:0004637	phosphoribosylamine-glycine ligase activity
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GO:0004650	polygalacturonase activity
GO:0004651	polynucleotide 5'-phosphatase activity
GO:0004644	phosphoribosylglycinamide formyltransferase activity
GO:0004649	poly(ADP-ribose) glycohydrolase activity
GO:0004648	O-phospho-L-serine:2-oxoglutarate transaminase activity
GO:0004683	calcium/calmodulin-dependent protein kinase activity
GO:0004691	cAMP-dependent protein kinase activity
GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity
GO:0004693	cyclin-dependent protein serine/threonine kinase activity
GO:0004697	diacylglycerol-dependent serine/threonine kinase activity
GO:0004814	arginine-tRNA ligase activity
GO:0004813	alanine-tRNA ligase activity
GO:0004816	asparagine-tRNA ligase activity
GO:0004815	aspartate-tRNA ligase activity
GO:0004818	glutamate-tRNA ligase activity
GO:0004817	cysteine-tRNA ligase activity
GO:0004819	glutamine-tRNA ligase activity
GO:0004830	tryptophan-tRNA ligase activity
GO:0004820	glycine-tRNA ligase activity
GO:0004823	leucine-tRNA ligase activity
GO:0004822	isoleucine-tRNA ligase activity
GO:0004825	methionine-tRNA ligase activity
GO:0004824	lysine-tRNA ligase activity
GO:0004827	proline-tRNA ligase activity
GO:0004826	phenylalanine-tRNA ligase activity
GO:0004829	threonine-tRNA ligase activity
GO:0004828	serine-tRNA ligase activity
GO:0004801	transaldolase activity
GO:0004802	transketolase activity
GO:0004807	triose-phosphate isomerase activity
GO:0004806	triacylglycerol lipase activity
GO:0004809	obsolete tRNA (guanine-N2-)-methyltransferase activity
GO:0004860	protein kinase inhibitor activity
GO:0004854	xanthine dehydrogenase activity
GO:0004853	uroporphyrinogen decarboxylase activity
GO:0004856	D-xylulokinase activity
GO:0004865	protein serine/threonine phosphatase inhibitor activity
GO:0004864	protein phosphatase inhibitor activity
GO:0004867	serine-type endopeptidase inhibitor activity
GO:0004866	endopeptidase inhibitor activity
GO:0004832	valine-tRNA ligase activity
GO:0004831	tyrosine-tRNA ligase activity
GO:0004834	tryptophan synthase activity
GO:0004852	uroporphyrinogen-III synthase activity
GO:0004851	uroporphyrin-III C-methyltransferase activity
GO:0004843	cysteine-type deubiquitinase activity
GO:0004842	ubiquitin-protein transferase activity
GO:0004844	uracil DNA N-glycosylase activity
GO:0004846	urate oxidase activity
GO:0004848	ureidoglycolate hydrolase activity
GO:0005227	calcium-activated cation channel activity
GO:0005247	voltage-gated chloride channel activity
GO:0005215	transporter activity
GO:0005216	monoatomic ion channel activity
GO:0005254	chloride channel activity
GO:0005262	calcium channel activity
GO:0005198	structural molecule activity
GO:0005199	structural constituent of cell wall
GO:0005178	integrin binding
GO:0005750	obsolete mitochondrial respiratory chain complex III
GO:0005751	obsolete mitochondrial respiratory chain complex IV
GO:0005754	obsolete mitochondrial proton-transporting ATP synthase, catalytic core
GO:0005753	obsolete mitochondrial proton-transporting ATP synthase complex
GO:0005745	m-AAA complex
GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
GO:0005747	obsolete mitochondrial respiratory chain complex I
GO:0005746	obsolete mitochondrial respirasome
GO:0005749	obsolete mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
GO:0005761	mitochondrial ribosome
GO:0005760	gamma DNA polymerase complex
GO:0005763	mitochondrial small ribosomal subunit
GO:0005762	mitochondrial large ribosomal subunit
GO:0005765	lysosomal membrane
GO:0005764	lysosome
GO:0005758	mitochondrial intermembrane space
GO:0005759	mitochondrial matrix
GO:0005730	nucleolus
GO:0005732	sno(s)RNA-containing ribonucleoprotein complex
GO:0005741	mitochondrial outer membrane
GO:0005740	mitochondrial envelope
GO:0005743	mitochondrial inner membrane
GO:0005742	mitochondrial outer membrane translocase complex
GO:0005736	RNA polymerase I complex
GO:0005737	cytoplasm
GO:0005739	mitochondrion
GO:0005794	Golgi apparatus
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
GO:0005796	Golgi lumen
GO:0005795	Golgi stack
GO:0005797	Golgi medial cisterna
GO:0005789	endoplasmic reticulum membrane
GO:0005788	endoplasmic reticulum lumen
GO:0005770	late endosome
GO:0005771	multivesicular body
GO:0005774	vacuolar membrane
GO:0005773	vacuole
GO:0005776	autophagosome
GO:0005769	early endosome
GO:0005768	endosome
GO:0005780	extrinsic component of intraperoxisomal membrane
GO:0005783	endoplasmic reticulum
GO:0005782	peroxisomal matrix
GO:0005785	signal recognition particle receptor complex
GO:0005784	Sec61 translocon complex
GO:0005787	signal peptidase complex
GO:0005786	signal recognition particle, endoplasmic reticulum targeting
GO:0005778	peroxisomal membrane
GO:0005777	peroxisome
GO:0004930	G protein-coupled receptor activity
GO:0004932	mating-type factor pheromone receptor activity
