# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-t" "exon" "-g" "gene_id" "-s" "2" "-a" "/mnt/d/BioInf/Task_2/Reference_genome/Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.62.gtf" "-o" "/mnt/d/BioInf/Task_2/Quantification_results/SRR10408675/counts.txt" "/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam
gene:FGSG_09831	4;4;4	5139383;5139648;5139765	5139538;5139710;5139998	+;+;+	453	642
gene:FGSG_09830	4;4;4	5140215;5141365;5141548	5141302;5141473;5141692	-;-;-	1342	28072
gene:FGSG_09829	4;4	5143706;5144451	5143755;5146440	+;+	2040	3088
gene:FGSG_09828	4;4;4;4;4;4;4;4;4;4	5146878;5147302;5147987;5148143;5148458;5149073;5149563;5149734;5149822;5149929	5147107;5147936;5148091;5148415;5149026;5149504;5149655;5149768;5149872;5150154	-;-;-;-;-;-;-;-;-;-	2649	284
gene:FGSG_09827	4;4;4	5151087;5151525;5151882	5151472;5151649;5152031	-;-;-	661	2
gene:FGSG_09826	4;4	5154063;5154313	5154260;5155218	+;+	1104	31
gene:FGSG_09825	4;4;4	5157777;5158080;5158473	5158017;5158408;5158636	-;-;-	734	1030
gene:FGSG_09824	4	5159758	5160837	+	1080	77
gene:FGSG_13655	4;4;4	5161558;5161966;5162401	5161913;5162353;5163285	+;+;+	1629	1
gene:FGSG_13654	4	5164615	5165532	+	918	4
gene:FGSG_13653	4	5165611	5166198	-	588	101
gene:FGSG_13652	4;4	5167124;5167507	5167451;5167799	-;-	621	43
gene:FGSG_09821	4;4;4	5168382;5169029;5169200	5168976;5169146;5169485	-;-;-	999	2
gene:FGSG_09820	4;4;4	5170881;5171216;5171533	5171158;5171468;5171855	-;-;-	854	546
gene:FGSG_09819	4;4;4;4;4	5172821;5173026;5173314;5173374;5174084	5172960;5173264;5173340;5174029;5174230	+;+;+;+;+	1209	668
gene:FGSG_09818	4;4	5174683;5174793	5174734;5177086	+;+	2346	1546
gene:FGSG_09817	4;4;4;4	5177354;5177811;5177968;5178310	5177755;5177911;5178213;5178545	-;-;-;-	985	5022
gene:FGSG_09816	4;4;4	5179437;5179681;5181230	5179625;5181176;5181584	+;+;+	2040	1250
gene:FGSG_09815	4;4;4;4;4;4;4	5182282;5182898;5182995;5183156;5183746;5183879;5183979	5182753;5182939;5183100;5183689;5183818;5183928;5184510	+;+;+;+;+;+;+	1809	10666
gene:FGSG_09814	4	5184862	5185908	-	1047	785
gene:FGSG_09813	4;4;4	5186868;5187238;5187892	5187183;5187812;5188041	-;-;-	1041	10
gene:FGSG_09812	4;4;4	5188529;5189126;5189380	5189011;5189330;5189708	-;-;-	1017	1385
gene:FGSG_09811	4;4	5193484;5193880	5193695;5195365	+;+	1698	1469
gene:FGSG_09810	4;4	5196222;5196353	5196291;5197269	+;+	987	1575
gene:FGSG_09809	4;4;4	5197389;5197773;5197907	5197716;5197852;5198143	-;-;-	645	643
gene:FGSG_13651	4;4	5199290;5199416	5199292;5200777	+;+	1365	565
gene:FGSG_13650	4;4;4;4	5201653;5202809;5202889;5203282	5202749;5202833;5203075;5203921	+;+;+;+	1949	642
gene:FGSG_09807	4;4	5203987;5204473	5204420;5206523	-;-	2485	1985
gene:FGSG_09806	4;4;4;4	5208020;5208242;5208395;5209807	5208193;5208315;5209752;5209925	+;+;+;+	1725	334
gene:FGSG_09805	4;4	5210462;5210590	5210524;5211096	+;+	570	1214
gene:FGSG_13649	4;4;4;4	5211770;5212022;5212180;5212335	5211970;5212157;5212214;5212547	-;-;-;-	585	6
gene:FGSG_09804	4;4;4	5216319;5216435;5216858	5216385;5216800;5218014	+;+;+	1590	654
gene:FGSG_09803	4	5218760	5220001	+	1242	1615
gene:FGSG_09802	4;4;4;4	5220296;5221208;5221346;5221512	5221155;5221292;5221461;5221881	-;-;-;-	1431	26
gene:FGSG_09801	4;4;4;4	5225847;5226120;5229451;5229768	5225909;5229401;5229717;5231108	+;+;+;+	4953	2386
gene:FGSG_09800	4	5231658	5232707	+	1050	1291
gene:FGSG_09799	4	5232987	5235689	-	2703	283
gene:FGSG_09798	4;4;4;4;4;4;4;4	5237352;5239124;5239255;5239376;5239995;5240740;5241869;5242377	5239005;5239162;5239326;5239838;5240666;5241171;5242024;5242452	-;-;-;-;-;-;-;-	3564	725
gene:FGSG_13648	4	5244438	5245109	+	672	88
gene:FGSG_13647	4;4	5247136;5247650	5247588;5248276	+;+	1080	41
gene:FGSG_13646	4	5248567	5250717	+	2151	1477
gene:FGSG_09796	4;4;4;4;4	5252652;5252870;5252970;5253190;5253541	5252709;5252902;5253131;5253491;5254468	+;+;+;+;+	1483	8437
gene:FGSG_09795	4;4;4	5254736;5258088;5258218	5258029;5258158;5258287	-;-;-	3435	1650
gene:FGSG_09794	4;4;4;4	5259970;5260146;5261122;5261281	5260094;5261073;5261228;5261368	-;-;-;-	1248	405
gene:FGSG_09793	4;4;4	5261626;5261820;5264447	5261756;5264384;5264576	-;-;-	2826	310
gene:FGSG_09792	4;4	5265091;5265363	5265310;5266027	+;+	885	455
gene:FGSG_09791	4	5266181	5267812	-	1632	280
gene:FGSG_09790	4;4	5268186;5268490	5268440;5270208	+;+	1974	822
gene:FGSG_09789	4	5271538	5272626	+	1089	15
gene:FGSG_09788	4	5273223	5274005	-	783	776
gene:FGSG_09787	4;4;4;4;4	5274465;5276928;5279553;5281492;5282485	5276854;5279495;5281440;5282177;5282488	-;-;-;-;-	7536	1901
gene:FGSG_09786	4;4;4	5285439;5287501;5287850	5287449;5287779;5288890	+;+;+	3331	19317
gene:FGSG_09785	4;4;4;4;4;4;4;4;4	5289948;5290085;5290314;5291200;5291350;5291511;5291631;5291941;5292077	5289994;5290148;5291149;5291290;5291436;5291581;5291891;5292018;5292230	+;+;+;+;+;+;+;+;+	1689	11
gene:FGSG_09784	4;4	5292596;5293800	5293738;5293862	-;-	1206	1666
gene:FGSG_09783	4;4;4;4	5294350;5294523;5294648;5297177	5294467;5294596;5297125;5297338	+;+;+;+	2832	9375
gene:FGSG_09782	4;4	5297555;5298510	5298458;5300788	-;-	3183	1070
gene:FGSG_09781	4;4;4	5303101;5303257;5303495	5303193;5303407;5304162	+;+;+	912	893
gene:FGSG_09780	4;4;4;4;4;4	5304555;5305023;5305164;5305546;5305687;5307022	5304964;5305112;5305445;5305636;5306970;5308343	+;+;+;+;+;+	3479	5120
gene:FGSG_13645	4	5310043	5310399	-	357	48
gene:FGSG_09779	4;4	5311616;5311767	5311623;5313306	+;+	1548	44
gene:FGSG_09778	4;4;4;4	5313389;5314646;5314995;5315223	5314590;5314921;5315109;5315592	-;-;-;-	1963	6564
gene:FGSG_13644	4	5317081	5317395	-	315	0
gene:FGSG_13643	4;4;4;4;4;4;4	5318201;5318247;5318688;5318860;5318917;5318996;5319180	5318212;5318340;5318782;5318908;5318966;5319098;5319247	-;-;-;-;-;-;-	471	2
gene:FGSG_09777	4;4;4;4;4;4	5319423;5319536;5319662;5319788;5320026;5320356	5319428;5319585;5319703;5319888;5320159;5320400	-;-;-;-;-;-	378	19
gene:FGSG_13642	4;4	5320421;5320731	5320702;5321036	+;+	588	40
gene:FGSG_09776	4;4;4;4;4;4;4;4	5321589;5322012;5322279;5322616;5322683;5322825;5322915;5322982	5321955;5322231;5322571;5322633;5322777;5322869;5322923;5323210	-;-;-;-;-;-;-;-	1276	4016
gene:FGSG_09775	4;4;4;4	5323479;5323542;5323720;5323906	5323481;5323644;5323853;5324094	+;+;+;+	429	3509
gene:FGSG_09774	4	5324170	5325425	-	1256	1184
gene:FGSG_09773	4;4	5326062;5326617	5326568;5327263	+;+	1154	2992
gene:FGSG_09772	4;4;4	5328254;5328456;5328694	5328407;5328639;5333938	+;+;+	5583	849
gene:FGSG_13641	4;4;4;4	5335314;5335446;5336405;5337279	5335323;5336352;5337228;5337623	+;+;+;+	2086	1630
gene:FGSG_13640	4;4	5338096;5338667	5338617;5343628	+;+	5484	1267
gene:FGSG_09770	4;4;4	5344015;5345964;5346836	5345914;5346782;5347095	-;-;-	2979	485
gene:FGSG_13639	4;4	5347306;5347504	5347452;5347734	+;+	378	6
gene:FGSG_13638	4	5353102	5353587	+	486	197
gene:FGSG_09768	4;4;4	5354851;5355111;5356420	5355052;5356363;5356573	+;+;+	1609	4714
gene:FGSG_09767	4;4;4	5356991;5357693;5357790	5357640;5357736;5358603	-;-;-	1508	1182
gene:FGSG_09766	4;4	5359232;5359543	5359493;5361974	+;+	2694	2407
gene:FGSG_09765	4	5362679	5366305	-	3627	589
gene:FGSG_09759	4;4;4;4;4;4;4;4	5373893;5374027;5374773;5374956;5375097;5375303;5375400;5375502	5373969;5374717;5374897;5375042;5375253;5375347;5375449;5375577	-;-;-;-;-;-;-;-	1308	0
gene:FGSG_09758	4;4;4;4;4;4	5376516;5376869;5377087;5377402;5378119;5378265	5376819;5377010;5377339;5378040;5378214;5378438	-;-;-;-;-;-	1608	587
gene:FGSG_09757	4;4	5379002;5379471	5379412;5379554	-;-	495	262
gene:FGSG_09756	4	5379899	5381398	+	1500	523
gene:FGSG_09755	4;4;4;4	5382317;5382412;5382909;5383592	5382350;5382854;5383537;5385107	+;+;+;+	2622	27
gene:FGSG_09754	4;4;4	5385304;5385842;5385978	5385785;5385923;5386615	-;-;-	1202	702
gene:FGSG_09753	4;4;4;4;4;4	5387585;5387697;5387790;5388730;5388888;5389382	5387646;5387734;5388679;5388838;5389328;5390083	+;+;+;+;+;+	2242	1044
gene:FGSG_09752	4;4;4;4;4;4	5392152;5392522;5393749;5393824;5393966;5394708	5392368;5393667;5393771;5393914;5394643;5394994	+;+;+;+;+;+	2442	85
gene:FGSG_09751	4;4	5398156;5398410	5398353;5399426	+;+	1215	222
gene:FGSG_09750	4;4;4	5400247;5400471;5403316	5400417;5403262;5404012	+;+;+	3660	1001
gene:FGSG_13637	4	5407669	5407890	+	222	20
gene:FGSG_09749	4	5408415	5409938	+	1524	458
gene:FGSG_09748	4;4;4	5410176;5410943;5411137	5410880;5411025;5411337	-;-;-	989	2799
gene:FGSG_09747	4;4;4	5411866;5412280;5413491	5412147;5413434;5413959	+;+;+	1906	16366
gene:FGSG_09746	4;4	5414463;5415401	5415341;5416599	-;-	2078	1825
gene:FGSG_13636	4;4;4;4	5415808;5415943;5416148;5416488	5415886;5415980;5416318;5416715	+;+;+;+	516	26
gene:FGSG_09745	4	5417923	5419747	+	1825	770
gene:FGSG_09744	4;4;4;4	5419860;5422298;5422732;5422999	5422238;5422509;5422743;5423424	-;-;-;-	3029	5174
gene:FGSG_09743	4;4;4;4	5425597;5425766;5427015;5427356	5425603;5426960;5427306;5427700	+;+;+;+	1839	36
gene:FGSG_09742	4;4	5427993;5428333	5428275;5428691	-;-	642	58
gene:FGSG_13635	4;4;4	5429715;5429877;5430058	5429734;5430012;5430234	+;+;+	333	0
gene:FGSG_09741	4	5431257	5431547	-	291	420
gene:FGSG_09740	4	5432359	5434593	-	2235	1558
gene:FGSG_13634	4;4;4	5438283;5438658;5441443	5438318;5441393;5441502	+;+;+	2832	1733
gene:FGSG_09764	4;4	5442512;5443118	5442893;5444180	+;+	1445	4761
gene:FGSG_09763	4;4;4	5444704;5444946;5445066	5444887;5445004;5445158	-;-;-	336	8
gene:FGSG_09762	4;4;4;4	5447047;5447247;5447467;5448241	5447160;5447416;5448181;5448645	-;-;-;-	1404	3099
gene:FGSG_09761	4	5449478	5450443	+	966	1034
gene:FGSG_09760	4;4	5450761;5450962	5450885;5452447	+;+	1611	4034
gene:FGSG_13633	4	5452531	5453538	-	1008	85
gene:FGSG_09739	4;4;4	5455788;5457410;5457533	5457069;5457469;5459105	-;-;-	2915	6445
gene:FGSG_13632	4;4;4;4	5458347;5458584;5458850;5459264	5458524;5458627;5458889;5459472	-;-;-;-	471	15
gene:FGSG_09738	4;4;4	5460543;5460923;5461654	5460783;5461599;5461767	-;-;-	1032	1024
gene:FGSG_09737	4;4	5462570;5464147	5464076;5464190	+;+	1551	66
gene:FGSG_09736	4;4;4	5464258;5464380;5464795	5464330;5464738;5464923	-;-;-	561	1041
gene:FGSG_09735	4;4;4;4;4	5465624;5465972;5466207;5466334;5466750	5465668;5466156;5466282;5466698;5468220	+;+;+;+;+	2142	2572
gene:FGSG_09734	4;4	5469660;5471553	5471496;5472635	+;+	2920	2087
gene:FGSG_09733	4;4	5471640;5472802	5472737;5472942	-;-	1239	5553
gene:FGSG_09732	4;4	5473209;5475377	5475134;5475433	+;+	1983	743
gene:FGSG_09731	4;4;4;4;4	5475566;5475733;5475892;5476121;5476240	5475669;5475830;5476071;5476182;5476329	+;+;+;+;+	534	365
gene:FGSG_09730	4;4;4;4;4	5476504;5477378;5477804;5478049;5478171	5477330;5477752;5477989;5478117;5478738	-;-;-;-;-	2025	402
gene:FGSG_09729	4;4	5479671;5480117	5480063;5481735	+;+	2012	2866
gene:FGSG_09728	4;4;4	5481947;5483902;5484148	5483848;5484081;5484279	-;-;-	2214	382
gene:FGSG_09727	4;4	5486493;5486756	5486690;5487283	+;+	726	122
gene:FGSG_09726	4;4;4;4	5488581;5489614;5489995;5490056	5489553;5489812;5490002;5490666	-;-;-;-	1791	361
gene:FGSG_09725	4;4;4;4	5504165;5504359;5504594;5506740	5504252;5504528;5506683;5507208	-;-;-;-	2817	1683
gene:FGSG_09724	4;4;4	5508272;5508338;5508500	5508275;5508447;5509213	+;+;+	828	1720
gene:FGSG_09723	4;4;4	5509677;5509960;5510252	5509892;5510203;5510580	-;-;-	789	40
gene:FGSG_09722	4;4;4	5511924;5512759;5513157	5512708;5513097;5513450	-;-;-	1418	4858
gene:FGSG_09721	4;4;4	5514407;5514696;5514978	5514643;5514930;5515699	+;+;+	1194	2783
gene:FGSG_09720	4;4	5515803;5516865	5516804;5516981	-;-	1119	511
gene:FGSG_09719	4;4;4	5517622;5518051;5518175	5517995;5518118;5518537	+;+;+	805	27240
gene:FGSG_09718	4;4	5519081;5520154	5520087;5520678	-;-	1532	4138
gene:FGSG_09717	4;4;4	5523077;5523444;5524328	5523390;5524276;5524419	-;-;-	1239	706
gene:FGSG_09716	4;4;4;4;4;4	5529371;5529701;5530074;5530425;5530513;5530792	5529643;5530023;5530373;5530463;5530740;5530849	-;-;-;-;-;-	1221	653
gene:FGSG_09715	4	5537926	5540096	+	2171	9256
gene:FGSG_09713	4;4;4;4	5549029;5549259;5549363;5549600	5549211;5549313;5549547;5549866	-;-;-;-	690	908
gene:FGSG_09712	4;4;4;4;4	5550148;5550450;5550653;5550890;5551653	5550379;5550585;5550836;5551599;5552306	+;+;+;+;+	1916	6654
gene:FGSG_13630	4;4;4	5552622;5556154;5556475	5556066;5556415;5556648	-;-;-	3881	2280
gene:FGSG_13631	4	5552821	5554869	-	2049	0
gene:FGSG_09710	4;4;4	5556961;5557833;5558098	5557781;5558041;5559141	+;+;+	2074	532
gene:FGSG_13629	4;4	5559313;5559980	5559632;5560064	-;-	405	3
gene:FGSG_09709	4	5562983	5563930	-	948	286
gene:FGSG_13628	4;4	5569153;5569675	5569445;5569702	-;-	321	68
gene:FGSG_09708	4;4	5575247;5575550	5575331;5576856	+;+	1392	526
gene:FGSG_09707	4;4;4;4;4;4;4;4;4;4;4;4;4;4	5576791;5577200;5577628;5578392;5578509;5578612;5578756;5578914;5579318;5579533;5579755;5580553;5580817;5581286	5577144;5577580;5578339;5578456;5578559;5578683;5578858;5579270;5579480;5579706;5580500;5580769;5581181;5582057	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4532	148
gene:FGSG_09706	4;4;4;4;4	5582769;5582901;5583127;5583379;5583621	5582852;5583069;5583324;5583571;5585298	+;+;+;+;+	2322	215
gene:FGSG_13627	4	5585239	5586699	-	1461	153
gene:FGSG_13626	4	5587070	5589010	-	1941	1026
gene:FGSG_09704	4;4;4	5591782;5592123;5596528	5592014;5596473;5596605	+;+;+	4662	4774
gene:FGSG_09703	4;4;4	5596932;5598010;5598487	5597953;5598415;5599021	-;-;-	1963	2476
gene:FGSG_09702	4	5601002	5601755	-	754	2
gene:FGSG_09701	4;4;4	5603261;5603870;5604915	5603813;5604856;5605120	-;-;-	1746	157
gene:FGSG_09700	4;4	5607959;5608589	5608459;5609101	+;+	1014	2
gene:FGSG_09699	4;4;4	5609840;5610044;5612450	5609975;5612399;5612612	+;+;+	2655	1546
gene:FGSG_09698	4	5613511	5614233	+	723	26
gene:FGSG_09697	4;4	5615169;5616144	5616085;5617380	+;+	2154	23251
gene:FGSG_09696	4	5617900	5618946	-	1047	313
gene:FGSG_09695	4;4;4	5620767;5622283;5623054	5622230;5622992;5623078	-;-;-	2199	1082
gene:FGSG_09694	4;4;4	5624091;5624480;5624560	5624424;5624508;5625167	+;+;+	971	3085
gene:FGSG_09693	4;4	5625300;5626327	5626277;5626494	-;-	1146	56
gene:FGSG_09692	4;4;4;4;4	5627093;5627459;5627665;5627918;5628025	5627157;5627478;5627789;5627981;5628704	+;+;+;+;+	954	197
gene:FGSG_09691	4;4	5628958;5629915	5629864;5630807	-;-	1800	3109
gene:FGSG_09690	4;4;4;4;4	5634484;5634891;5635006;5635119;5635231	5634832;5634955;5635066;5635181;5635482	+;+;+;+;+	790	37771
gene:FGSG_09689	4;4;4	5636574;5636718;5639136	5636579;5639087;5639861	+;+;+	3102	11601
gene:FGSG_09688	4;4;4;4	5640530;5640707;5641229;5641581	5640652;5641171;5641494;5641890	+;+;+;+	1164	2683
gene:FGSG_09687	4;4	5643189;5643373	5643286;5645656	+;+	2382	2171
gene:FGSG_09686	4;4;4;4;4	5646479;5648185;5648593;5648742;5648842	5648131;5648534;5648680;5648779;5648875	-;-;-;-;-	2163	1643
gene:FGSG_09685	4	5649761	5650534	-	774	308
gene:FGSG_09684	4;4;4;4;4	5651369;5651491;5651974;5652182;5652789	5651440;5651940;5652126;5652737;5653034	+;+;+;+;+	1477	42
gene:FGSG_09683	4;4	5653068;5654414	5654359;5654753	-;-	1632	445
gene:FGSG_09682	4;4	5655531;5655920	5655858;5656020	+;+	429	14
gene:FGSG_09681	4;4	5656737;5660164	5660104;5660479	-;-	3684	184
gene:FGSG_09680	4;4;4;4	5660993;5661094;5661166;5661248	5661017;5661120;5661172;5661566	+;+;+;+	378	2
gene:FGSG_09679	4;4	5662833;5663042	5662987;5663348	+;+	462	0
gene:FGSG_09678	4	5663697	5665115	-	1419	9018
gene:FGSG_09677	4;4	5666146;5666452	5666400;5667111	+;+	915	435
gene:FGSG_13625	4;4;4;4	5667480;5668647;5668921;5669166	5668592;5668863;5669101;5669403	-;-;-;-	1749	12
gene:FGSG_13624	4;4;4	5669936;5670225;5670435	5670175;5670368;5670521	-;-;-	471	283
gene:FGSG_09675	4;4;4	5670889;5671055;5671673	5670906;5671620;5671889	-;-;-	801	142
gene:FGSG_09674	4;4	5673014;5673105	5673046;5674331	+;+	1260	778
gene:FGSG_09673	4;4	5676663;5677460	5677412;5678925	+;+	2216	1114
gene:FGSG_09672	4;4;4	5679604;5679731;5680392	5679692;5680337;5680888	+;+;+	1193	1941
gene:FGSG_09671	4;4	5681198;5681381	5681252;5682912	-;-	1587	0
gene:FGSG_09670	4	5684653	5685558	-	906	281
gene:FGSG_09669	4	5687605	5688108	+	504	245
gene:FGSG_09668	4;4;4;4;4	5688459;5689616;5689801;5690444;5690580	5689570;5689753;5690390;5690532;5690819	-;-;-;-;-	2169	750
gene:FGSG_09667	4;4;4;4;4;4	5691289;5691446;5691557;5691862;5692057;5692209	5691389;5691499;5691650;5691915;5692100;5692299	-;-;-;-;-;-	438	14673
gene:FGSG_09666	4;4	5692514;5692723	5692661;5693606	+;+	1032	712
gene:FGSG_09665	4;4	5693966;5694082	5694033;5695936	-;-	1923	1897
gene:FGSG_13623	4	5696397	5697706	+	1310	1357
gene:FGSG_13622	4;4	5698180;5698803	5698750;5699443	+;+	1212	937
gene:FGSG_09663	4;4	5699885;5700223	5700173;5702372	-;-	2439	4408
gene:FGSG_13620	4;4;4	5706050;5706294;5706633	5706245;5706582;5706830	+;+;+	683	2496
gene:FGSG_09662	4;4	5706900;5707220	5707146;5707757	-;-	785	3433
gene:FGSG_09661	4;4;4	5708581;5708745;5709982	5708690;5709926;5710027	+;+;+	1338	3088
gene:FGSG_09660	4;4;4;4;4	5710625;5710739;5711198;5712546;5713910	5710686;5711144;5712495;5713844;5714348	-;-;-;-;-	3504	6660
gene:FGSG_09659	4	5716479	5718017	-	1539	2266
gene:FGSG_13619	4;4;4	5718860;5719385;5719595	5719335;5719527;5719728	+;+;+	753	1671
gene:FGSG_13618	4	5720043	5720351	+	309	0
gene:FGSG_09654	4;4	5722353;5722758	5722700;5723392	+;+	983	984
gene:FGSG_09653	4;4;4	5722879;5723836;5724137	5723781;5724080;5724287	-;-;-	1299	555
gene:FGSG_13617	4;4;4;4	5724469;5725407;5725564;5725755	5725358;5725504;5725701;5725828	-;-;-;-	1200	2614
gene:FGSG_13616	4;4;4	5727865;5728122;5728286	5728063;5728229;5728407	-;-;-	429	181
gene:FGSG_09651	4;4;4;4	5729146;5729347;5729612;5729816	5729294;5729547;5729744;5729854	+;+;+;+	522	440
gene:FGSG_09650	4;4	5730124;5730672	5730609;5731075	-;-	890	3332
gene:FGSG_09649	4;4;4	5732591;5732955;5733533	5732898;5733290;5733545	+;+;+	657	380
gene:FGSG_20742	4	5733692	5733787	+	96	2
gene:FGSG_09648	4;4	5736040;5736305	5736130;5737533	+;+	1320	112
gene:FGSG_09647	4;4	5736385;5738931	5738875;5739005	-;-	2566	2112
gene:FGSG_20741	4	5739757	5739828	+	72	12
gene:FGSG_09646	4;4;4	5740477;5741337;5742011	5741288;5741963;5742290	-;-;-	1719	107
gene:FGSG_09645	4	5743675	5745081	+	1407	195
gene:FGSG_09644	4;4	5745428;5746081	5746023;5746372	-;-	888	724
gene:FGSG_09643	4;4;4;4	5747370;5747665;5748144;5748989	5747593;5748091;5748940;5750509	+;+;+;+	2969	1191
gene:FGSG_09642	4	5750624	5752552	-	1929	572
gene:FGSG_09641	4;4;4;4	5753545;5753712;5753919;5754120	5753650;5753856;5754054;5754197	-;-;-;-	465	0
gene:FGSG_09640	4;4;4;4;4	5755566;5755821;5755989;5756976;5757809	5755655;5755930;5756471;5757718;5758728	+;+;+;+;+	2346	0
gene:FGSG_13615	4	5762772	5763266	+	495	2088
gene:FGSG_09639	4;4	5764034;5764835	5764749;5764871	-;-	753	19094
gene:FGSG_09638	4;4;4	5765580;5765692;5771752	5765639;5771699;5772370	-;-;-	6687	7708
gene:FGSG_09637	4;4;4	5774244;5774676;5775756	5774625;5775549;5775999	-;-;-	1500	1408
gene:FGSG_09636	4;4;4;4;4;4	5778219;5778462;5779168;5779397;5779701;5780644	5778406;5779121;5779348;5779654;5780492;5780658	-;-;-;-;-;-	2094	393
gene:FGSG_09635	4;4	5781111;5781806	5781753;5782338	-;-	1176	1135
gene:FGSG_09634	4;4	5785279;5785452	5785313;5787525	+;+	2109	435
gene:FGSG_09633	4;4	5788115;5789156	5789096;5789519	-;-	1346	495
gene:FGSG_09632	4;4;4	5790656;5791806;5792083	5791756;5792024;5792771	-;-;-	2009	967
gene:FGSG_09631	4;4;4	5794132;5794482;5794735	5794432;5794675;5795699	+;+;+	1460	740
gene:FGSG_09630	4;4	5795912;5796356	5796276;5796521	-;-	531	2103
gene:FGSG_09629	4	5797080	5797796	-	717	679
gene:FGSG_09628	4;4;4	5798474;5798681;5798860	5798626;5798805;5799503	+;+;+	922	2803
gene:FGSG_09627	4;4	5799404;5800026	5799969;5800274	-;-	815	1907
gene:FGSG_09626	4;4	5802436;5802506	5802453;5803995	+;+	1508	684
gene:FGSG_20740	4	5804293	5804364	+	72	0
gene:FGSG_09625	4;4;4	5805106;5805640;5807328	5805510;5807240;5807451	-;-;-	2130	2605
gene:FGSG_09624	4;4;4;4;4;4	5810066;5810301;5810485;5810909;5811788;5812295	5810122;5810447;5810537;5811738;5812238;5812607	-;-;-;-;-;-	1851	1402
gene:FGSG_09623	4;4	5813332;5813874	5813820;5814198	-;-	814	3484
gene:FGSG_09622	4	5816364	5817071	+	708	2
gene:FGSG_09621	4;4	5821546;5821640	5821560;5822413	+;+	789	4
gene:FGSG_09620	4;4	5823508;5824013	5823947;5824031	+;+	459	2
gene:FGSG_09619	4;4;4;4	5824396;5825462;5825616;5825800	5825405;5825552;5825739;5825816	-;-;-;-	1242	844
gene:FGSG_09618	4	5826223	5826995	+	773	3168
gene:FGSG_09617	4;4	5828394;5828964	5828901;5830120	+;+	1665	852
gene:FGSG_09616	4;4;4;4;4	5831043;5831161;5831307;5831437;5833381	5831110;5831251;5831340;5833328;5833569	+;+;+;+;+	2274	2273
gene:FGSG_09615	4;4;4;4	5834253;5835570;5835837;5836349	5835536;5835782;5836263;5836632	-;-;-;-	2208	826
gene:FGSG_09614	4;4;4;4;4;4	5841441;5841630;5842032;5842215;5842400;5842695	5841564;5841975;5842160;5842344;5842638;5842794	+;+;+;+;+;+	1068	523
gene:FGSG_09613	4;4;4;4;4;4	5846227;5846340;5846651;5847213;5848182;5848302	5846284;5846605;5847166;5848129;5848254;5848773	+;+;+;+;+;+	2302	28366
gene:FGSG_09612	4;4;4;4;4;4;4;4;4	5853346;5853473;5853583;5853833;5853954;5854130;5854543;5854678;5854911	5853401;5853520;5853712;5853876;5854053;5854486;5854621;5854861;5855719	+;+;+;+;+;+;+;+;+	1807	7242
gene:FGSG_09611	4;4;4;4;4	5855693;5856074;5856707;5857015;5857960	5856014;5856651;5856964;5857910;5858536	-;-;-;-;-	2631	249
gene:FGSG_20739	4	5862151	5862222	+	72	0
gene:FGSG_09610	4;4;4;4	5863264;5863866;5864322;5864589	5863811;5864268;5864538;5864607	-;-;-;-	1187	933
gene:FGSG_09609	4	5866795	5867238	-	444	487
gene:FGSG_09608	4;4	5868172;5868416	5868347;5869853	+;+	1614	1369
gene:FGSG_09607	4;4;4	5870241;5870734;5883087	5870681;5883035;5883387	-;-;-	13044	2815
gene:FGSG_09606	4;4	5885119;5885868	5885817;5888062	-;-	2894	2173
gene:FGSG_09605	4;4;4;4	5890276;5891054;5892934;5893188	5890998;5892864;5893124;5893369	-;-;-;-	2907	198
gene:FGSG_13614	4;4;4;4	5896024;5896207;5897007;5898164	5896130;5896815;5897515;5898423	-;-;-;-	1485	272
gene:FGSG_09604	4	5900442	5901980	+	1539	499
gene:FGSG_13613	4	5902192	5903622	-	1431	185
gene:FGSG_13612	4;4;4;4	5903829;5904303;5905361;5906033	5904250;5905312;5905961;5906225	-;-;-;-	2226	4657
gene:FGSG_09602	4;4;4;4	5907046;5907145;5907310;5907793	5907098;5907226;5907751;5907800	+;+;+;+	585	2519
gene:FGSG_09601	4;4	5907986;5908809	5908756;5908895	-;-	858	2112
gene:FGSG_09600	4;4;4	5909354;5909908;5910412	5909860;5910361;5911283	+;+;+	1833	5207
gene:FGSG_09599	4;4;4	5915880;5916069;5916495	5915990;5916439;5917299	+;+;+	1287	3012
gene:FGSG_09598	4;4	5917678;5918838	5918787;5919123	-;-	1396	2256
gene:FGSG_09597	4	5920674	5921051	+	378	426
gene:FGSG_09596	4	5921376	5921927	-	552	302
gene:FGSG_09595	4;4;4	5922625;5923346;5923886	5923295;5923831;5924615	-;-;-	1887	4
gene:FGSG_09594	4;4;4	5925669;5926265;5926790	5926141;5926736;5928166	+;+;+	2322	1075
gene:FGSG_09593	4;4;4;4	5929053;5929556;5929829;5930073	5929500;5929769;5930019;5930185	-;-;-;-	966	138
